Date,ISM Manufacturing Index,Manufacturing New Orders,Manufacturing Production,Manufacturing Employment,Manufacturing Deliveries,Manufacturing Inventories,Manufacturing Customers' Inventories,Prices,Order Backlog,ISM Non-Manufacturing Index,Non-Manufacturing Business Activity,Non-Manufacturing New Orders,Non-Manufacturing Employment,Non-Manufacturing Deliveries,Non-Manufacturing Inventories,Non-Manufacturing Inventory Sentiment,Non-Manufacturing Order Backlog,Non-Manufacturing Prices
May-16,51.00,55.7,52.6,49.2,54.1,45,50,63.5,47,53.6,55.1,54.2,49.7,52.5,54.0,60,50.0,55.6
Jun-16,52.80,57,54.7,50.4,55.4,48.5,51,60.5,52.5,56.1,59.5,59.9,52.7,54.0,55.5,62.5,47.5,55.5
Jul-16,52.30,56.9,55.4,49.4,51.8,49.5,51,55,48,54.9,59.3,60.3,51.4,51.0,54.0,63,51.0,51.9
Aug-16,49.40,49.1,49.6,48.3,50.9,49,49.5,53,45.5,51.7,51.8,51.4,50.7,51.5,48.0,64,49.5,51.8
Sep-16,51.70,55.1,52.8,49.7,50.3,49.5,53,53,49.5,56.6,60.3,60.0,57.2,51.0,51.5,64.5,52.0,54.0
Oct-16,52.00,52.1,54.6,52.9,52.2,47.5,49.5,54.5,45.5,54.6,57.7,57.7,53.1,50.5,52.0,62,52.0,56.6
Nov-16,53.50,54.8,55.6,52.5,55.5,49,49,54.5,49,56.2,61.7,57.0,58.2,52.0,51.5,60.5,51.0,56.3
Dec-16,54.50,60.3,59.4,52.8,53,47,49,65.5,49,56.6,61.4,61.6,53.8,52.0,52.0,61.5,48.0,57.0
Jan-17,56.00,60.4,61.4,56.1,53.6,48.5,48.5,69,49.5,56.5,60.3,58.6,54.7,52.5,48.0,62,50.0,59.0
Feb-17,57.60,65.1,62.9,54.2,54.8,51.5,47.5,68,57,57.4,63.6,61.2,55.2,50.5,52.0,64.5,54.0,57.7
Mar-17,56.60,64.5,57.6,58.9,55.9,49,47,70.5,57.5,55.6,58.9,58.9,51.6,51.5,48.5,65,53.0,53.5
Apr-17,55.30,57.5,58.6,52,55.1,51,45.5,68.5,57,57.3,62.4,63.2,51.4,53.0,52.5,60,53.5,57.6
May-17,55.50,59.5,57.1,53.5,53.1,51.5,49.5,60.5,55,57.1,60.7,57.7,57.8,51.5,54.0,63,57.0,49.2
Jun-17,56.70,63.5,62.4,57.2,57,49,50.5,55,57,57.2,60.8,60.5,55.8,52.5,57.5,62,52.5,52.1
Jul-17,56.50,60.4,60.6,55.2,55.4,50,49,62,55,54.3,55.9,55.1,53.6,51.0,56.5,67.5,52.0,55.7
Aug-17,59.30,60.3,61,59.9,57.1,55.5,41,62,57.5,55.2,57.5,57.1,56.2,50.5,53.5,61,53.5,57.9
Sep-17,60.20,64.6,62.2,60.3,64.4,52.5,42,71.5,58,59.4,61.3,63.0,56.8,58.0,51.5,58.5,56.0,66.3
Oct-17,58.50,63.5,61,59.8,60.1,48.1,43.5,68.1,53.9,59.8,61.5,62.6,57.0,58.0,52.5,61,53.5,61.5
Nov-17,58.20,63.9,64.3,59.2,56.6,47.1,45.1,64.8,54.3,57.3,61.1,58.8,55.4,54.0,54.5,56,51.5,60.1
Dec-17,59.30,67.4,65.2,58.1,57.2,48.5,42.9,68.3,54.9,56.0,57.8,54.5,56.3,55.5,53.5,62.5,50.0,59.9
Jan-18,59.10,65.4,64.5,54.2,59.1,52.3,45.6,72.7,56.2,59.9,59.8,62.7,61.6,55.5,49.0,61,50.5,61.9
Feb-18,60.70,64.2,62,59.7,61.1,56.7,43.7,74.2,59.8,59.5,62.8,64.8,55.0,55.5,53.5,61,56.0,61.0
Mar-18,59.30,61.9,61,57.3,60.6,55.5,42,78.1,59.8,58.8,60.6,59.5,56.6,58.5,53.5,58.5,56.5,61.5
Apr-18,57.90,61.2,57.2,54.2,61.1,52.9,44.3,79.3,62,56.8,59.1,60.0,53.6,54.5,57.0,60,52.0,61.8
May-18,58.70,63.7,61.5,56.3,62,50.2,39.6,79.5,63.5,58.6,61.3,60.5,54.1,58.5,57.5,61,60.5,64.3
Jun-18,60.00,63.5,62.3,56,68.2,50.8,39.7,76.8,60.1,59.1,63.9,63.2,53.6,55.5,53.5,57.5,56.5,60.7
Jul-18,58.40,60.2,58.5,56.5,62.1,53.3,39.4,73.2,54.7,55.7,56.5,57.0,56.1,53.0,53.5,58,51.5,63.4
Aug-18,60.80,65.1,63.3,58.5,64.5,55.4,41,72.1,57.5,58.8,60.7,60.4,56.7,56.0,53.5,59.5,56.5,62.8
Sep-18,59.50,61.8,63.9,58.8,61.1,53.3,40.5,66.9,55.7,60.8,65.2,61.6,62.4,57.0,54.5,59.5,58.5,64.2
Oct-18,57.50,58,59.3,56.5,63.2,50.7,43.3,71.6,55.8,60.0,62.6,61.7,58.3,57.5,56.0,62,53.5,61.3
Nov-18,58.80,61.8,59.9,57.7,61.5,52.9,41.5,60.7,56.4,60.4,64.3,62.7,58.0,56.5,57.5,60,55.5,64.3
Dec-18,54.30,51.3,54.1,56,59,51.2,41.7,54.9,50,58.0,61.2,62.7,56.6,51.5,51.5,59,50.5,58.0
Jan-19,56.60,58.2,60.5,55.5,56.2,52.8,42.8,49.6,50.3,56.7,59.7,57.7,57.8,51.5,49.0,60.5,52.5,59.4
Feb-19,54.10,55.5,54.8,52.3,54.9,53.4,39,49.4,52.3,59.7,64.7,65.2,55.2,53.5,51.0,59,55.5,54.4
Mar-19,54.60,57.4,55.8,57.5,54.2,51.8,42.7,54.3,50.4,56.1,57.4,59.0,55.9,52.0,50.0,62.5,56.5,58.7
Apr-19,53.40,51.7,52.3,52.4,54.6,52.9,42.6,50,53.9,55.5,59.5,58.1,53.7,50.5,51.5,60,55.0,55.7
May-19,52.30,52.7,51.3,53.7,52,50.9,43.7,53.2,47.2,56.9,61.2,58.6,58.1,49.5,54.0,58.5,52.5,55.4
Jun-19,51.60,50,54.1,54.5,50.7,49.1,44.6,47.9,47.4,55.1,58.2,55.8,55.0,51.5,55.0,58.5,56.0,58.9
Jul-19,51.30,50.8,50.8,51.7,53.3,49.5,45.7,45.1,43.1,54.8,53.1,54.1,56.2,51.5,50.0,60.5,53.5,56.5
Aug-19,48.80,47.2,49.5,47.4,51.4,49.9,44.9,46,46.3,56.0,61.5,60.3,53.1,50.5,55.0,56,49.0,58.2
Sep-19,48.20,47.3,47.3,46.3,51.1,46.9,45.5,49.7,45.1,53.5,55.2,53.7,50.4,51.0,53.0,58,54.0,60.0
Oct-19,48.50,48.9,46.3,47.9,50.1,49.4,47.8,45.5,44.1,54.4,55.5,55.6,53.9,52.5,50.5,57,48.5,57.3
Nov-19,48.10,46.8,48,46.8,51.7,47.2,45,46.7,43,53.9,52.3,56.7,54.9,51.5,50.5,58.5,48.5,58.8
Dec-19,47.80,47.6,44.8,45.2,52.2,49.2,41.1,51.7,43.3,54.9,57.0,55.3,54.8,52.5,51.0,60,47.5,59.3
Jan-20,50.90,52,54.3,46.6,52.9,48.8,43.8,53.3,45.7,55.5,60.9,56.2,53.1,51.7,46.5,54.9,45.5,55.5
Feb-20,50.30,49.8,50.3,46.9,57.3,46.5,41.8,45.9,50.3,56.7,57.8,63.1,55.6,52.4,53.9,59.3,53.2,50.8
Mar-20,49.70,42.2,47.7,43.8,65,46.9,43.4,37.4,45.9,53.6,48.0,52.9,47.0,62.1,41.5,47.8,55.0,50.0
Apr-20,41.70,27.1,27.5,27.5,76,49.7,48.8,35.3,37.8,41.6,26.0,32.9,30.0,78.3,46.9,62.6,47.7,55.1
May-20,43.10,31.8,33.2,32.1,68,50.4,46.2,40.8,38.2,45.4,41.0,41.9,31.8,67.0,48.0,55.1,46.4,55.6
Jun-20,52.20,56.4,57.3,42.1,56.9,50.5,44.6,51.3,45.3,56.5,66.0,61.6,43.1,57.5,60.7,55.9,51.9,62.4
Jul-20,53.70,61.5,62.1,44.3,55.8,47,41.6,53.2,51.8,56.6,67.2,67.7,42.1,55.2,52.0,50,55.9,57.6
Aug-20,55.60,67.6,63.3,46.4,58.2,44.4,38.1,59.5,54.6,57.2,62.4,56.8,47.9,60.5,45.8,52.5,56.6,64.2
Sep-20,55.70,60.2,61,49.6,59,47.1,37.9,62.8,55.2,57.2,63.0,61.5,51.8,54.9,48.8,55.4,50.1,59.0
Oct-20,58.80,66.9,63.1,52.1,60.5,51.6,36.7,65.5,55.7,56.2,61.1,57.3,50.1,56.2,53.1,51.1,54.4,62.7
Nov-20,57.70,65.7,62.2,48.3,61.7,50.8,36.3,65.4,56.9,56.8,59.6,59.0,51.5,57.0,49.3,49.9,50.7,63.9
Dec-20,60.50,67.5,64.7,51.7,67.7,51,37.9,77.6,59.1,57.7,60.5,58.6,48.7,62.8,58.2,47.7,48.7,64.4
Jan-21,58.70,61.1,60.7,52.6,68.2,50.8,33.1,82.1,59.7,58.7,59.9,61.8,55.2,57.8,49.2,49.7,50.9,64.2
Feb-21,60.90,64.8,63.2,54.4,72,49.7,32.5,86,64,55.3,55.5,51.9,52.7,60.8,58.9,54.3,55.2,71.8
Mar-21,63.70,68,68.1,59.6,76.6,50.8,29.9,85.6,67.5,63.7,69.4,67.2,57.2,61.0,54.0,52.7,50.2,74.0
Apr-21,60.60,64.3,62.5,55.1,75,46.5,28.4,89.6,68.2,62.7,62.7,63.2,58.8,66.1,49.1,46.8,55.7,76.8
May-21,61.60,67,58.5,50.9,78.8,50.8,28,88,70.6,64.0,66.2,63.9,55.3,70.4,51.5,40.5,61.1,80.6
Jun-21,60.90,66,60.8,49.9,75.1,51.1,30.8,92.1,64.5,60.1,60.4,62.1,49.3,68.5,49.9,37.2,65.8,79.5
Jul-21,59.90,64.9,58.4,52.9,72.5,48.9,25,85.7,65,64.1,67,63.7,53.8,72.0,49.2,40.3,63.5,82.3
Aug-21,59.70,66.7,60,49,69.5,54.2,30.2,79.4,68.2,61.7,60.1,63.2,53.7,69.6,46.9,41.4,61.3,75.4
Sep-21,60.50,66.7,59.4,50.2,73.4,55.6,31.7,81.2,64.8,61.9,62.3,63.5,53.0,68.8,46.1,46.3,61.9,77.5
Oct-21,60.80,60.6,59,52.1,75.6,57,31.7,85.7,63.6,66.7,69.8,69.7,51.6,75.7,42.2,37.3,67.3,82.9
Nov-21,60.60,61.4,60.2,53,72.2,56.8,25.1,82.4,61.9,69.1,74.6,69.7,56.5,75.7,48.2,36.4,65.9,82.3
Dec-21,58.80,61,59.4,53.9,64.9,54.6,31.7,68.2,62.8,62.3,67.6,61.5,54.9,63.9,46.7,38.3,62.3,82.5
Jan-22,57.60,57.9,57.8,54.5,64.6,53.2,33,76.1,56.4,59.9,59.9,61.7,52.3,65.7,49.4,47.5,57.4,82.3
Feb-22,58.60,61.7,58.5,52.9,66.1,53.6,31.8,75.6,65,56.5,55.1,56.1,48.5,66.2,50.8,55.3,64.2,83.1
Mar-22,57.10,53.8,54.5,56.3,65.4,55.5,34.1,87.1,60,58.3,55.5,60.1,54.0,63.4,51.7,40.2,64.5,83.8
Apr-22,55.40,53.5,53.6,50.9,67.2,51.6,37.1,84.6,56,57.1,59.1,54.6,49.5,65.1,52.3,46.7,59.4,84.6
May-22,56.10,55.1,54.2,49.6,65.7,55.9,32.7,82.2,58.7,55.9,54.5,57.6,50.2,61.3,51.0,44.5,52.0,82.1
Jun-22,53.00,49.2,54.9,47.3,57.3,56,35.2,78.5,53.2,55.3,56.1,55.6,47.4,61.9,47.5,46.2,60.5,80.1
Jul-22,52.80,48,53.5,49.9,55.2,57.3,39.5,60,51.3,56.7,59.9,59.9,49.1,57.8,45.0,50.1,58.3,72.3
Aug-22,52.80,51.3,50.4,54.2,55.1,53.1,38.9,52.5,53,56.9,60.9,61.8,50.2,54.5,46.2,47.1,53.9,71.5
Sep-22,50.90,47.1,50.6,48.7,52.4,55.5,41.6,51.7,50.9,56.7,59.1,60.6,53.0,53.9,44.1,47.2,52.5,68.7
Oct-22,50.20,49.2,52.3,50,46.8,52.5,41.6,46.6,45.3,54.4,55.7,56.5,49.1,56.2,47.2,46.4,52.2,70.7
Nov-22,49.00,47.2,51.5,48.4,47.2,50.9,48.7,43,40,56.5,64.7,56.0,51.5,53.8,47.9,44.2,51.8,70.0
Dec-22,48.40,45.2,48.6,51.4,45.1,51.8,48.2,39.4,41.4,49.6,54.7,45.2,49.8,48.5,45.1,55.9,51.5,67.6
Jan-23,47.40,42.5,48,50.6,45.6,50.2,47.4,44.5,43.4,55.2,60.4,60.4,50.0,50.0,49.2,55.8,52.9,67.8
Feb-23,47.70,47,47.3,49.1,45.2,50.1,46.9,51.3,45.1,55.1,56.3,62.6,54.0,47.6,40.6,55.3,52.8,65.6
Mar-23,46.30,44.3,47.8,46.9,44.8,47.5,48.9,49.2,43.9,51.2,55.4,52.2,51.3,45.8,52.8,57.9,48.5,59.5
Apr-23,47.10,45.7,48.9,50.2,44.6,46.3,51.3,53.2,43.1,51.9,52.0,56.1,50.8,48.6,47.2,48.9,49.7,59.6
May-23,46.90,42.6,51.1,51.4,43.5,45.8,51.4,44.2,37.5,50.3,51.5,52.9,49.2,47.7,58.3,61,40.9,56.2
Jun-23,46.00,45.6,46.7,48.1,45.7,44,46.2,41.8,38.7,53.9,59.2,55.5,53.1,47.6,55.9,54,43.9,54.1
Jul-23,46.40,47.3,48.3,44.4,46.1,46.1,48.7,42.6,42.8,52.7,57.1,55.0,50.7,48.1,50.4,56.6,52.1,56.8
Aug-23,47.60,46.8,50,48.5,48.6,44,48.7,48.4,44.1,54.5,57.3,57.5,54.7,48.5,57.7,61.5,41.8,58.9
Sep-23,49.00,49.2,52.5,51.2,46.4,45.8,47.1,43.8,42.4,53.6,58.8,51.8,53.4,50.4,54.2,54.8,48.6,58.9
Oct-23,46.70,45.5,50.4,46.8,47.7,43.3,48.6,45.1,42.2,51.8,54.1,55.5,50.2,47.5,49.5,54.4,50.9,58.6
Nov-23,46.70,48.3,48.5,45.8,46.2,44.8,50.8,49.9,39.3,52.7,55.1,55.5,50.7,49.6,55.4,62.2,49.1,58.3
Dec-23,47.10,47,49.9,47.5,47,43.9,48.1,45.2,45.3,50.5,55.8,52.8,43.8,49.5,49.6,55.3,49.4,56.7
Jan-24,49.10,52.5,50.4,47.1,49.1,46.2,43.7,52.9,44.7,53.4,55.8,55,50.5,52.4,49.1,59.3,51.4,64
Feb-24,47.80,49.2,48.4,45.9,50.1,45.3,45.8,52.5,46.3,52.6,57.2,56.1,48,48.9,47.1,56.7,50.3,58.6
Mar-24,50.30,51.4,54.6,47.4,49.9,48.2,44,55.8,46.3,51.4,57.4,54.4,48.5,45.4,45.6,55.7,44.8,53.4
Apr-24,49.20,49.1,51.3,48.6,48.9,48.2,47.8,60.9,45.4,49.4,50.9,52.2,45.9,48.5,53.7,62.9,51.1,59.2
May-24,48.70,45.4,50.2,51.1,48.9,47.9,48.3,57,42.4,53.8,61.2,54.1,47.1,52.7,52.1,57.7,50.8,58.1
Jun-24,48.50,49.3,48.5,49.3,49.8,45.4,47.4,52.1,41.7,48.8,49.6,47.3,46.1,52.2,42.9,64.1,44,56.3
Jul-24,46.80,47.4,45.9,43.4,52.6,44.5,45.8,52.9,41.7,51.4,54.5,52.4,51.1,47.6,49.8,63.2,50.6,57
Aug-24,47.20,44.6,44.8,46,50.5,50.3,48.4,54,43.6,51.5,53.3,53,50.2,49.6,52.9,54.9,43.7,57.3
